SEC1 Temperature, SEC2 Temperature, SEC3 Temperature, SEC4 Temperature, SEC1 Pressure, SEC2 Pressure, SEC3 Pressure, SEC4 Pressure, Flow Rate, split ratio, sum of aromatics
525.0, 0.901, 502.0, 0.758, 503.0, 0.589, 510.0, 0.158, 953.0, 0.45, 66553.634738
505.0, 0.58, 513.0, 0.055, 530.0, 0.944, 532.0, 0.358, 1026.0, 0.441, 74715.76676999999
533.0, 0.56, 508.0, 0.505, 530.0, 0.312, 538.0, 0.566, 990.0, 0.579, 75835.105104
521.0, 0.611, 529.0, 0.813, 505.0, 0.257, 521.0, 0.983, 902.0, 0.598, 68054.89086700001
524.0, 0.141, 511.0, 0.219, 528.0, 0.342, 538.0, 0.204, 1076.0, 0.551, 77338.73816100002
515.0, 0.983, 501.0, 0.504, 501.0, 0.296, 515.0, 0.36, 1037.0, 0.555, 72279.095317
502.0, 0.965, 507.0, 0.735, 535.0, 0.512, 511.0, 0.497, 917.0, 0.497, 67598.33362499998
524.0, 0.165, 524.0, 0.247, 528.0, 0.188, 522.0, 0.398, 1025.0, 0.484, 74316.79131
515.0, 0.35, 539.0, 0.288, 521.0, 0.759, 540.0, 0.5, 1094.0, 0.593, 84352.12197200001
539.0, 0.911, 526.0, 0.995, 522.0, 0.334, 511.0, 0.756, 973.0, 0.576, 72598.170367
531.0, 0.078, 509.0, 0.334, 508.0, 0.509, 533.0, 0.534, 1003.0, 0.462, 74340.54272499999
518.0, 0.993, 531.0, 0.522, 507.0, 0.76, 522.0, 0.631, 1054.0, 0.575, 78751.907491
529.0, 0.513, 532.0, 0.651, 515.0, 0.41, 535.0, 0.083, 1055.0, 0.567, 75876.35861099999
520.0, 0.633, 530.0, 0.875, 538.0, 0.766, 506.0, 0.398, 1081.0, 0.525, 81004.46527100001
514.0, 0.45, 532.0, 0.521, 506.0, 0.737, 511.0, 0.712, 906.0, 0.566, 68531.263445
519.0, 0.064, 532.0, 0.523, 513.0, 0.67, 505.0, 0.56, 1089.0, 0.439, 79205.52734999999
509.0, 0.746, 508.0, 0.766, 502.0, 0.846, 512.0, 0.63, 997.0, 0.491, 72909.93715400001
503.0, 0.633, 531.0, 0.76, 501.0, 0.81, 527.0, 0.58, 1003.0, 0.583, 75118.081191
537.0, 0.601, 518.0, 0.736, 510.0, 0.547, 535.0, 0.15, 957.0, 0.43, 70073.642059
539.0, 0.979, 534.0, 0.175, 530.0, 0.861, 517.0, 0.222, 943.0, 0.489, 69955.306492
510.0, 0.741, 500.0, 0.616, 526.0, 0.208, 501.0, 0.911, 1092.0, 0.459, 78302.438088
512.0, 0.59, 532.0, 0.4, 506.0, 0.973, 529.0, 0.658, 1074.0, 0.567, 81372.78640299999
523.0, 0.78, 511.0, 0.85, 512.0, 0.267, 511.0, 0.071, 1039.0, 0.52, 70054.381741
510.0, 0.977, 505.0, 0.959, 536.0, 0.891, 513.0, 0.205, 1073.0, 0.441, 77814.42947899998
511.0, 0.969, 503.0, 0.252, 537.0, 0.869, 516.0, 0.639, 973.0, 0.505, 72675.90869499999
506.0, 0.373, 516.0, 0.779, 534.0, 0.631, 504.0, 0.259, 913.0, 0.427, 67037.28924499999
517.0, 0.862, 502.0, 0.33, 515.0, 0.689, 500.0, 0.894, 967.0, 0.44, 70871.494895
506.0, 0.854, 531.0, 0.232, 509.0, 0.285, 531.0, 0.276, 1086.0, 0.535, 77419.66457899999
512.0, 0.159, 514.0, 0.874, 538.0, 0.288, 529.0, 0.798, 980.0, 0.445, 74225.724492
513.0, 0.746, 540.0, 0.257, 528.0, 0.259, 540.0, 0.134, 1029.0, 0.579, 74801.95523800001
530.0, 0.497, 501.0, 0.461, 536.0, 0.597, 520.0, 0.869, 967.0, 0.468, 74278.087355
533.0, 0.216, 531.0, 0.169, 539.0, 0.978, 527.0, 0.193, 952.0, 0.404, 71944.172354
534.0, 0.436, 503.0, 0.088, 521.0, 0.297, 538.0, 0.198, 977.0, 0.433, 68806.01510199999
536.0, 0.69, 522.0, 0.165, 502.0, 0.492, 507.0, 0.252, 954.0, 0.434, 66921.814057
513.0, 0.563, 511.0, 0.619, 533.0, 0.129, 530.0, 0.875, 964.0, 0.498, 72588.20810100001
537.0, 0.233, 538.0, 0.405, 506.0, 0.126, 520.0, 0.844, 927.0, 0.576, 70022.19481
501.0, 0.99, 503.0, 0.481, 533.0, 0.808, 514.0, 0.673, 932.0, 0.414, 69433.77884
505.0, 0.237, 532.0, 0.621, 513.0, 0.914, 527.0, 0.38, 977.0, 0.445, 73274.807734
500.0, 0.511, 514.0, 0.576, 501.0, 0.309, 514.0, 0.103, 1044.0, 0.413, 68583.26073899999
528.0, 0.663, 511.0, 0.421, 540.0, 0.609, 512.0, 0.018, 960.0, 0.464, 68594.641454
501.0, 0.545, 501.0, 0.232, 507.0, 0.556, 517.0, 0.8, 1099.0, 0.537, 79808.66416999999
511.0, 0.08, 528.0, 0.94, 505.0, 0.946, 516.0, 0.551, 1000.0, 0.445, 73422.315764
515.0, 0.537, 502.0, 0.234, 521.0, 0.257, 502.0, 0.31, 1086.0, 0.529, 73930.95673100001
527.0, 0.924, 520.0, 0.759, 533.0, 0.288, 539.0, 0.889, 908.0, 0.487, 69310.230117
528.0, 0.679, 530.0, 0.625, 523.0, 0.878, 511.0, 0.129, 940.0, 0.441, 69575.997036
508.0, 0.165, 506.0, 0.075, 531.0, 0.026, 508.0, 0.344, 1045.0, 0.511, 62970.944372
510.0, 0.399, 510.0, 0.427, 536.0, 0.106, 518.0, 0.707, 955.0, 0.532, 70377.63512299999
517.0, 0.574, 529.0, 0.139, 540.0, 0.892, 530.0, 0.365, 912.0, 0.419, 69663.65986
522.0, 0.221, 532.0, 0.573, 527.0, 0.365, 533.0, 0.18, 1016.0, 0.545, 75063.873768
535.0, 0.151, 507.0, 0.359, 504.0, 0.552, 523.0, 0.645, 968.0, 0.499, 72142.374516
508.0, 0.444, 534.0, 0.066, 501.0, 0.449, 528.0, 0.877, 938.0, 0.422, 69704.37072
517.0, 0.349, 525.0, 0.225, 512.0, 0.873, 504.0, 0.602, 998.0, 0.483, 73725.87545400001
516.0, 0.34, 529.0, 0.986, 521.0, 0.619, 516.0, 0.577, 976.0, 0.442, 73278.43367099999
503.0, 0.399, 529.0, 0.573, 532.0, 0.002, 517.0, 0.858, 925.0, 0.439, 65445.488202
526.0, 0.588, 513.0, 0.717, 534.0, 0.949, 535.0, 0.329, 1035.0, 0.466, 78355.226524
528.0, 0.266, 531.0, 0.421, 518.0, 0.388, 518.0, 0.013, 946.0, 0.458, 64506.38853200001
502.0, 0.463, 537.0, 0.08, 521.0, 0.874, 528.0, 0.025, 1050.0, 0.598, 70810.898096
533.0, 0.087, 505.0, 0.548, 516.0, 0.094, 510.0, 0.098, 1013.0, 0.591, 63875.111262
507.0, 0.008, 521.0, 0.363, 514.0, 0.246, 529.0, 0.855, 1017.0, 0.53, 73833.61324199999
537.0, 0.538, 505.0, 0.109, 503.0, 0.316, 540.0, 0.094, 1069.0, 0.512, 71141.281531
521.0, 0.328, 502.0, 0.425, 526.0, 0.208, 518.0, 0.301, 1033.0, 0.595, 73433.175953
503.0, 0.671, 527.0, 0.166, 533.0, 0.963, 523.0, 0.535, 963.0, 0.52, 72950.367479
540.0, 0.701, 537.0, 0.26, 514.0, 0.137, 536.0, 0.572, 945.0, 0.446, 71429.81162000001
518.0, 0.605, 539.0, 0.764, 500.0, 0.155, 515.0, 0.164, 946.0, 0.45, 66069.58820099999
529.0, 0.77, 525.0, 0.72, 517.0, 0.855, 539.0, 0.809, 929.0, 0.427, 71309.994794
538.0, 0.783, 502.0, 0.838, 509.0, 0.567, 531.0, 0.8, 958.0, 0.418, 72084.845015
527.0, 0.447, 514.0, 0.787, 532.0, 0.76, 524.0, 0.107, 995.0, 0.406, 73080.271379
524.0, 0.012, 512.0, 0.782, 502.0, 0.5, 535.0, 0.118, 1049.0, 0.553, 70369.86332499998
527.0, 0.479, 506.0, 0.401, 509.0, 0.144, 517.0, 0.707, 927.0, 0.506, 67618.46636
528.0, 0.462, 518.0, 0.902, 529.0, 0.063, 511.0, 0.351, 1015.0, 0.537, 71197.75520300001
515.0, 0.261, 534.0, 0.936, 528.0, 0.736, 520.0, 0.641, 1036.0, 0.437, 78632.56104799999
539.0, 0.921, 511.0, 0.332, 540.0, 0.468, 539.0, 0.358, 981.0, 0.511, 74419.655884
516.0, 0.004, 501.0, 0.775, 515.0, 0.576, 523.0, 0.998, 953.0, 0.508, 69357.861183
521.0, 0.77, 539.0, 0.551, 540.0, 0.275, 535.0, 0.45, 995.0, 0.466, 76133.63164599998
501.0, 0.753, 504.0, 0.688, 521.0, 0.856, 539.0, 0.542, 1068.0, 0.462, 79942.32856599998
539.0, 0.06, 526.0, 0.852, 527.0, 0.591, 524.0, 0.501, 975.0, 0.459, 73403.148823
502.0, 0.778, 503.0, 0.525, 503.0, 0.192, 520.0, 0.461, 915.0, 0.484, 64845.044212
523.0, 0.305, 519.0, 0.672, 533.0, 0.183, 537.0, 0.569, 912.0, 0.574, 69732.83545399999
500.0, 0.258, 508.0, 0.19, 501.0, 0.906, 531.0, 0.794, 977.0, 0.438, 72541.068726
504.0, 0.493, 509.0, 0.379, 518.0, 0.982, 501.0, 0.373, 928.0, 0.434, 67505.23070900001
525.0, 0.817, 513.0, 0.734, 530.0, 0.532, 505.0, 0.695, 930.0, 0.421, 69473.82367999999
514.0, 0.754, 501.0, 0.671, 525.0, 0.769, 537.0, 0.705, 942.0, 0.555, 71493.146843
515.0, 0.724, 529.0, 0.492, 538.0, 0.248, 514.0, 0.821, 1034.0, 0.582, 78322.776935
516.0, 0.413, 505.0, 0.404, 538.0, 0.43, 501.0, 0.297, 977.0, 0.521, 70819.89464199998
539.0, 0.055, 515.0, 0.51, 515.0, 0.869, 505.0, 0.908, 1008.0, 0.591, 75199.80334
522.0, 0.068, 536.0, 0.547, 535.0, 0.414, 505.0, 0.584, 970.0, 0.531, 72850.840529
540.0, 0.242, 513.0, 0.573, 528.0, 0.259, 527.0, 0.953, 1082.0, 0.437, 82668.732296
539.0, 0.193, 506.0, 0.765, 528.0, 0.466, 533.0, 0.621, 1066.0, 0.525, 81008.41902
523.0, 0.205, 500.0, 0.076, 513.0, 0.469, 510.0, 0.767, 1078.0, 0.575, 76452.857855
505.0, 0.297, 534.0, 0.235, 530.0, 0.58, 504.0, 0.48, 1093.0, 0.506, 80542.872734
522.0, 0.09, 517.0, 0.61, 530.0, 0.197, 531.0, 0.873, 932.0, 0.488, 70939.407163
518.0, 0.866, 516.0, 0.385, 534.0, 0.59, 500.0, 0.178, 917.0, 0.542, 66457.309336
535.0, 0.875, 516.0, 0.327, 511.0, 0.26, 511.0, 0.392, 1061.0, 0.428, 75076.374068
527.0, 0.424, 505.0, 0.45, 523.0, 0.238, 514.0, 0.186, 1062.0, 0.409, 73046.035258
513.0, 0.982, 529.0, 0.597, 517.0, 0.987, 525.0, 0.293, 1008.0, 0.503, 74708.34949400001
502.0, 0.243, 514.0, 0.745, 534.0, 0.752, 502.0, 0.125, 1006.0, 0.423, 71892.11730599999
516.0, 0.08, 518.0, 0.0, 524.0, 0.713, 516.0, 0.939, 980.0, 0.508, 74259.902279
507.0, 0.621, 536.0, 0.95, 540.0, 0.977, 540.0, 0.108, 1086.0, 0.446, 81268.279011
529.0, 0.262, 524.0, 0.58, 540.0, 0.0, 529.0, 0.856, 1042.0, 0.429, 81208.46170600002
506.0, 0.56, 510.0, 0.776, 508.0, 0.202, 526.0, 0.117, 978.0, 0.589, 66653.97747700001
532.0, 0.3, 515.0, 0.574, 518.0, 0.523, 517.0, 0.564, 960.0, 0.554, 72378.846482
515.0, 0.537, 538.0, 0.503, 515.0, 0.005, 531.0, 0.625, 929.0, 0.412, 67534.22168599999
540.0, 0.303, 503.0, 0.037, 522.0, 0.205, 509.0, 0.983, 1087.0, 0.41, 76483.581986
505.0, 0.218, 532.0, 0.631, 506.0, 0.083, 514.0, 0.849, 999.0, 0.574, 72065.683714
513.0, 0.527, 524.0, 0.218, 533.0, 0.189, 500.0, 0.165, 1029.0, 0.434, 69364.09478000001
523.0, 0.352, 536.0, 0.144, 516.0, 0.545, 522.0, 0.066, 1021.0, 0.478, 70333.43268
529.0, 0.629, 509.0, 0.702, 513.0, 0.625, 517.0, 0.702, 963.0, 0.453, 72152.093547
539.0, 0.724, 529.0, 0.673, 528.0, 0.55, 503.0, 0.313, 1079.0, 0.423, 79816.219772
500.0, 0.093, 517.0, 0.882, 500.0, 0.945, 528.0, 0.212, 1074.0, 0.537, 75801.12288
506.0, 0.001, 517.0, 0.846, 501.0, 0.298, 538.0, 0.732, 972.0, 0.481, 68956.02466299999
503.0, 0.055, 515.0, 0.605, 504.0, 0.606, 540.0, 0.008, 957.0, 0.471, 61003.508541999996
520.0, 0.651, 532.0, 0.359, 525.0, 0.859, 533.0, 0.961, 1059.0, 0.441, 82079.50807499999
522.0, 0.556, 508.0, 0.498, 517.0, 0.554, 535.0, 0.918, 1009.0, 0.481, 77320.89642500001
540.0, 0.698, 520.0, 0.665, 515.0, 0.951, 507.0, 0.671, 1056.0, 0.443, 79263.64637799999
500.0, 0.981, 511.0, 0.778, 506.0, 0.159, 533.0, 0.325, 1068.0, 0.552, 75061.47919099999
534.0, 0.658, 516.0, 0.589, 529.0, 0.547, 540.0, 0.357, 966.0, 0.591, 73687.38264200001
517.0, 0.07, 531.0, 0.744, 526.0, 0.335, 509.0, 0.677, 918.0, 0.572, 68460.131954
536.0, 0.817, 513.0, 0.99, 502.0, 0.264, 510.0, 0.421, 912.0, 0.426, 65624.744439
505.0, 0.166, 534.0, 0.053, 535.0, 0.945, 522.0, 0.294, 903.0, 0.521, 66343.94304900001
538.0, 0.598, 515.0, 0.641, 509.0, 0.011, 522.0, 0.888, 990.0, 0.522, 71399.05734
510.0, 0.418, 530.0, 0.937, 507.0, 0.621, 540.0, 0.127, 929.0, 0.426, 67747.74786199999
535.0, 0.755, 508.0, 0.413, 539.0, 0.571, 538.0, 0.371, 973.0, 0.444, 74176.652557
504.0, 0.106, 516.0, 0.397, 533.0, 0.506, 520.0, 0.014, 1006.0, 0.551, 66963.285408
514.0, 0.07, 537.0, 0.572, 516.0, 0.404, 517.0, 0.857, 977.0, 0.594, 73835.739202
510.0, 0.447, 538.0, 0.944, 507.0, 0.833, 514.0, 0.217, 988.0, 0.493, 72358.032258
501.0, 0.436, 500.0, 0.09, 516.0, 0.479, 537.0, 0.4, 1051.0, 0.458, 75223.550566
527.0, 0.075, 535.0, 0.04, 510.0, 0.164, 516.0, 0.222, 1009.0, 0.597, 64982.033154000004
530.0, 0.044, 540.0, 0.356, 531.0, 1.0, 502.0, 0.96, 1089.0, 0.466, 82615.699319
510.0, 0.308, 520.0, 0.271, 515.0, 0.914, 504.0, 0.088, 965.0, 0.471, 67337.46108299999
513.0, 0.296, 523.0, 0.146, 538.0, 0.742, 500.0, 0.257, 1004.0, 0.538, 72770.80501000001
517.0, 0.912, 534.0, 0.702, 527.0, 0.044, 517.0, 0.841, 1081.0, 0.482, 78363.977356
527.0, 0.397, 509.0, 0.192, 510.0, 0.175, 519.0, 0.649, 919.0, 0.564, 67056.862758
529.0, 0.916, 516.0, 0.163, 505.0, 0.651, 501.0, 0.034, 1047.0, 0.493, 68650.754479
536.0, 0.49, 501.0, 0.873, 533.0, 0.477, 514.0, 0.636, 989.0, 0.59, 74253.51563000001
520.0, 0.996, 501.0, 0.724, 520.0, 0.763, 503.0, 0.052, 1052.0, 0.442, 72941.725949
540.0, 0.921, 505.0, 0.08, 517.0, 0.521, 526.0, 0.73, 1020.0, 0.593, 75348.476845
540.0, 0.102, 517.0, 0.658, 521.0, 0.078, 540.0, 0.352, 1093.0, 0.525, 78196.887527
508.0, 0.696, 526.0, 0.169, 502.0, 0.725, 519.0, 0.544, 1099.0, 0.579, 79982.947322
520.0, 0.182, 500.0, 0.804, 509.0, 0.157, 510.0, 0.369, 970.0, 0.426, 66332.14153499999
500.0, 0.49, 535.0, 0.425, 518.0, 0.737, 508.0, 0.237, 1029.0, 0.437, 74760.353038
511.0, 0.137, 501.0, 0.69, 527.0, 0.468, 503.0, 0.697, 957.0, 0.579, 70218.629344
504.0, 0.007, 508.0, 0.272, 501.0, 0.779, 505.0, 0.54, 1073.0, 0.427, 71786.48540599999
518.0, 0.948, 506.0, 0.751, 522.0, 0.514, 513.0, 0.756, 1070.0, 0.552, 78921.458906
506.0, 0.017, 534.0, 0.484, 504.0, 0.862, 513.0, 0.271, 930.0, 0.476, 65764.59857599999
518.0, 0.313, 503.0, 0.691, 525.0, 0.522, 532.0, 0.648, 1024.0, 0.474, 77483.969773
512.0, 0.933, 524.0, 0.14, 535.0, 0.858, 509.0, 0.597, 932.0, 0.464, 69503.656043
532.0, 0.645, 517.0, 0.464, 528.0, 0.774, 530.0, 0.885, 1039.0, 0.589, 80167.716025
505.0, 0.585, 512.0, 0.863, 510.0, 0.416, 533.0, 0.165, 941.0, 0.486, 67213.39712
520.0, 0.005, 517.0, 0.032, 503.0, 0.324, 532.0, 0.728, 987.0, 0.479, 67137.297714
530.0, 0.233, 514.0, 0.614, 522.0, 0.771, 517.0, 0.67, 1008.0, 0.42, 76263.57979499998
520.0, 0.752, 527.0, 0.837, 537.0, 0.185, 533.0, 0.268, 1020.0, 0.536, 75117.18053099999
514.0, 0.962, 502.0, 0.128, 510.0, 0.928, 533.0, 0.926, 944.0, 0.525, 70378.493949
539.0, 0.856, 536.0, 0.314, 510.0, 0.239, 518.0, 0.848, 1025.0, 0.514, 76866.21401800001
536.0, 0.288, 506.0, 0.704, 533.0, 0.698, 536.0, 0.628, 1000.0, 0.583, 77015.907076
519.0, 0.992, 532.0, 0.691, 518.0, 0.43, 500.0, 0.596, 937.0, 0.586, 69143.86321200001
538.0, 0.397, 506.0, 0.87, 508.0, 0.552, 537.0, 0.322, 999.0, 0.549, 74198.529518
502.0, 0.488, 531.0, 0.609, 532.0, 0.092, 505.0, 0.675, 934.0, 0.407, 67703.42173999999
510.0, 0.706, 534.0, 0.781, 501.0, 0.34, 539.0, 0.791, 1032.0, 0.515, 78040.932284
523.0, 0.512, 521.0, 0.743, 508.0, 0.347, 536.0, 0.987, 1084.0, 0.429, 82407.731371
525.0, 0.268, 509.0, 0.248, 532.0, 0.961, 522.0, 0.98, 958.0, 0.521, 73938.45556199999
517.0, 0.441, 505.0, 0.317, 518.0, 0.069, 534.0, 0.23, 993.0, 0.454, 67507.833279
507.0, 0.372, 522.0, 0.902, 534.0, 0.139, 515.0, 0.984, 922.0, 0.597, 68939.05076
523.0, 0.747, 505.0, 0.009, 529.0, 0.486, 540.0, 0.3, 978.0, 0.469, 69577.29363500001
536.0, 0.417, 516.0, 0.846, 515.0, 0.587, 536.0, 0.164, 1060.0, 0.519, 77676.49579300001
532.0, 0.543, 511.0, 0.152, 505.0, 0.159, 540.0, 0.249, 976.0, 0.489, 68665.848212
522.0, 0.472, 520.0, 0.932, 525.0, 0.844, 518.0, 0.332, 940.0, 0.531, 70296.12784100001
505.0, 0.025, 505.0, 0.944, 513.0, 0.453, 531.0, 0.802, 969.0, 0.478, 71087.02957299999
539.0, 0.354, 537.0, 0.084, 540.0, 0.659, 503.0, 0.383, 1064.0, 0.597, 79137.586128
